coin,fundingRate,premium,time
BTC,-2.8316e-06,-0.000522653,1777719600041
ETH,1.23278e-05,-0.0004013776,1777719600041
ATOM,1.25e-05,-0.000338599,1777719600041
MATIC,0.0,0.0,1777719600041
DYDX,1.25e-05,-9.6036e-06,1777719600041
SOL,-2.8502e-06,-0.0005228013,1777719600041
AVAX,1.25e-05,-4.43354e-05,1777719600041
BNB,-5.9223e-06,-0.0005473784,1777719600041
APE,1.25e-05,-0.0002391497,1777719600041
OP,-3.9551e-06,-0.0005316411,1777719600041
LTC,8.3447e-06,-0.0004332428,1777719600041
ARB,5.1e-07,-0.00049592,1777719600041
DOGE,1.25e-05,-0.0001235856,1777719600041
INJ,1.25e-05,-0.0003329582,1777719600041
SUI,-1.68985e-05,-0.000635188,1777719600041
kPEPE,1.25e-05,-5.11322e-05,1777719600041
CRV,1.25e-05,-9.30639e-05,1777719600041
LDO,1.25e-05,-5.7528e-06,1777719600041
LINK,1.25e-05,-0.0003138653,1777719600041
STX,1.25e-05,-0.0003265008,1777719600041
RNDR,0.0,0.0,1777719600041
CFX,1.25e-05,6.99e-08,1777719600041
FTM,0.0,0.0,1777719600041
GMX,1.25e-05,-0.0001345662,1777719600041
SNX,6.577e-06,-0.0004473844,1777719600041
XRP,-2.5227e-06,-0.0005201813,1777719600041
BCH,7.2917e-06,-0.0004416667,1777719600041
APT,1.25e-05,-0.0003998494,1777719600041
AAVE,1.25e-05,0.0005079569,1777719600041
COMP,-5.84584e-05,-0.0009676674,1777719600041
MKR,0.0,0.0,1777719600041
WLD,-9.95702e-05,-0.0012965616,1777719600041
FXS,0.0,0.0,1777719600041
HPOS,0.0,0.0,1777719600041
RLB,0.0,0.0,1777719600041
UNIBOT,0.0,0.0,1777719600041
YGG,1.25e-05,-0.0002017761,1777719600041
TRX,1.25e-05,6.12684e-05,1777719600041
kSHIB,8.807e-06,-0.0004295439,1777719600041
UNI,1.25e-05,-4.60091e-05,1777719600041
SEI,-1.59928e-05,-0.0006279422,1777719600041
RUNE,1.25e-05,-1.62351e-05,1777719600041
OX,0.0,0.0,1777719600041
FRIEND,0.0,0.0,1777719600041
SHIA,0.0,0.0,1777719600041
CYBER,0.0,0.0,1777719600041
ZRO,1.25e-05,0.000225035,1777719600041
BLZ,0.0,0.0,1777719600041
DOT,1.25e-05,-0.0001957762,1777719600041
BANANA,1.25e-05,-0.0002390753,1777719600041
TRB,1.25e-05,-0.0001314348,1777719600041
FTT,1.25e-05,0.0,1777719600041
LOOM,0.0,0.0,1777719600041
OGN,0.0,0.0,1777719600041
RDNT,0.0,0.0,1777719600041
ARK,-2.7183e-06,-0.0005217468,1777719600041
BNT,0.0,0.0,1777719600041
CANTO,0.0,0.0,1777719600041
REQ,0.0,0.0,1777719600041
BIGTIME,5.225e-06,-0.0004582002,1777719600041
KAS,1.25e-05,-5.56e-07,1777719600041
ORBS,0.0,0.0,1777719600041
BLUR,1.25e-05,-3.21591e-05,1777719600041
TIA,-1.61884e-05,-0.000629507,1777719600041
BSV,1.25e-05,1.494e-07,1777719600041
ADA,1.25e-05,-0.0003250606,1777719600041
TON,-4.4396e-06,-0.0005355171,1777719600041
MINA,3.62e-07,-0.0004971041,1777719600041
POLYX,-4.932e-07,-0.0005039457,1777719600041
GAS,-1.18994e-05,-0.000595195,1777719600041
PENDLE,1.25e-05,-4.82107e-05,1777719600041
STG,0.0,0.0,1777719600041
FET,1.25e-05,-0.0001589439,1777719600041
STRAX,0.0,0.0,1777719600041
NEAR,3.8297e-06,-0.0004693623,1777719600041
MEME,1.25e-05,-7.14145e-05,1777719600041
ORDI,1.25e-05,-7.79301e-05,1777719600041
BADGER,0.0,0.0,1777719600041
NEO,9.0506e-06,-0.0004275949,1777719600041
ZEN,1.25e-05,-6.13962e-05,1777719600041
FIL,1.25e-05,-0.0002991831,1777719600041
PYTH,6.6964e-06,-0.0004464285,1777719600041
SUSHI,-4.64879e-05,-0.0008719034,1777719600041
ILV,0.0,0.0,1777719600041
IMX,-3.94938e-05,-0.0008159501,1777719600041
kBONK,1.25e-05,-5.82925e-05,1777719600041
GMT,1.25e-05,-2.97422e-05,1777719600041
SUPER,1.25e-05,-0.0001066318,1777719600041
USTC,1.25e-05,-9.5512e-05,1777719600041
NFTI,0.0,0.0,1777719600041
JUP,-3.0923e-06,-0.0005247386,1777719600041
kLUNC,1.25e-05,-0.0003569961,1777719600041
RSR,1.25e-05,-0.0001375324,1777719600041
GALA,1.25e-05,-0.0003178329,1777719600041
JTO,1.25e-05,-0.0003847597,1777719600041
NTRN,0.0,0.0,1777719600041
ACE,1.25e-05,-0.0001042559,1777719600041
MAV,1.25e-05,-4.0928e-05,1777719600041
WIF,1.25e-05,1.29187e-05,1777719600041
CAKE,4.7476e-06,-0.0004620194,1777719600041
PEOPLE,1.25e-05,-6.6279e-06,1777719600041
ENS,1.25e-05,2.59159e-05,1777719600041
ETC,1.25e-05,-1.55021e-05,1777719600041
XAI,-9.797e-07,-0.0005078373,1777719600041
MANTA,1.25e-05,-1.95171e-05,1777719600041
UMA,1.25e-05,-1.2165e-05,1777719600041
ONDO,1.25e-05,2.4475e-06,1777719600041
ALT,-2.85204e-05,-0.0007281633,1777719600041
ZETA,1.25e-05,-0.0001995449,1777719600041
DYM,1.25e-05,-0.0001845985,1777719600041
MAVIA,0.0011316489,0.0095531911,1777719600041
W,1.25e-05,-0.0003424692,1777719600041
PANDORA,0.0,0.0,1777719600041
STRK,1.25e-05,-0.0002217822,1777719600041
PIXEL,0.0,0.0,1777719600041
AI,0.0,0.0,1777719600041
TAO,1.25e-05,-6.973e-05,1777719600041
AR,1.25e-05,-9.4232e-06,1777719600041
MYRO,0.0,0.0,1777719600041
kFLOKI,1.25e-05,-0.0002950294,1777719600041
BOME,1.25e-05,-1.86505e-05,1777719600041
ETHFI,1.25e-05,1.4869e-06,1777719600041
ENA,1.25e-05,-8.42741e-05,1777719600041
MNT,4.98244e-05,0.0008985955,1777719600041
TNSR,1.25e-05,-0.0003376893,1777719600041
SAGA,1.81182e-05,0.0006449455,1777719600041
MERL,-3.241e-05,-0.0007592797,1777719600041
HBAR,1.25e-05,-0.0003652613,1777719600041
POPCAT,1.25e-05,-3.117e-07,1777719600041
OMNI,0.0,0.0,1777719600041
EIGEN,1.25e-05,-0.0002714572,1777719600041
REZ,1.25e-05,-0.0003785748,1777719600041
NOT,1.25e-05,-5.38608e-05,1777719600041
TURBO,-1.04606e-05,-0.0005836848,1777719600041
BRETT,1.25e-05,-7.42986e-05,1777719600041
IO,1.25e-05,-0.0001264867,1777719600041
ZK,1.25e-05,-1.47927e-05,1777719600041
BLAST,1.25e-05,0.0,1777719600041
LISTA,0.0,0.0,1777719600041
MEW,1.25e-05,0.0,1777719600041
RENDER,-1.21862e-05,-0.0005974892,1777719600041
kDOGS,0.0,0.0,1777719600041
POL,1.25e-05,-1.97099e-05,1777719600041
CATI,0.0,0.0,1777719600041
CELO,1.25e-05,-9.03341e-05,1777719600041
HMSTR,4.94335e-05,0.0008954678,1777719600041
SCR,1.25e-05,-0.0001953182,1777719600041
NEIROETH,0.0,0.0,1777719600041
kNEIRO,-2.58198e-05,-0.0007065587,1777719600041
GOAT,1.25e-05,0.0003568663,1777719600041
MOODENG,1.25e-05,1.6261e-06,1777719600041
GRASS,1.25e-05,-1.37941e-05,1777719600041
PURR,1.25e-05,0.0,1777719600041
PNUT,1.25e-05,-0.0002543839,1777719600041
XLM,1.25e-05,-0.0002170753,1777719600041
CHILLGUY,1.25e-05,1.1308e-06,1777719600041
SAND,-1.03723e-05,-0.0005829781,1777719600041
IOTA,1.25e-05,-4.07172e-05,1777719600041
ALGO,1.25e-05,-1.1533e-06,1777719600041
HYPE,1.25e-05,0.000164644,1777719600041
ME,1.25e-05,-0.0002362075,1777719600041
MOVE,1.25e-05,-7.97714e-05,1777719600041
VIRTUAL,1.25e-05,-9.2286e-06,1777719600041
PENGU,1.25e-05,-0.0001963453,1777719600041
USUAL,1.25e-05,-7.08112e-05,1777719600041
FARTCOIN,1.25e-05,0.0005032111,1777719600041
AI16Z,0.0,0.0,1777719600041
AIXBT,1.25e-05,-4.90168e-05,1777719600041
ZEREBRO,0.0005509038,0.0049072301,1777719600041
BIO,5.8794e-06,-0.0004529648,1777719600041
GRIFFAIN,1.25e-05,-0.0002704098,1777719600041
SPX,1.25e-05,-1.10516e-05,1777719600041
S,1.25e-05,-0.0002675653,1777719600041
MORPHO,1.25e-05,-0.0003341993,1777719600041
TRUMP,-2.11874e-05,-0.0006694994,1777719600041
MELANIA,1.25e-05,-4.17754e-05,1777719600041
ANIME,1.25e-05,-0.0001352451,1777719600041
VINE,1.25e-05,4.47187e-05,1777719600041
VVV,1.25e-05,-9.13692e-05,1777719600041
JELLY,0.0,0.0,1777719600041
BERA,-2.964e-05,-0.0007371199,1777719600041
TST,-6.66035e-05,-0.0010328281,1777719600041
LAYER,1.25e-05,-6.05819e-05,1777719600041
IP,1.25e-05,-1.85019e-05,1777719600041
OM,0.0,0.0,1777719600041
KAITO,-3.90482e-05,-0.0008123859,1777719600041
NIL,1.25e-05,-0.000122705,1777719600041
PAXG,1.25e-05,-0.0002395554,1777719600041
PROMPT,0.000136308,0.0015904637,1777719600041
BABY,6.0371e-06,-0.000451703,1777719600041
WCT,9.1785e-06,-0.0004265722,1777719600041
HYPER,1.25e-05,-0.0001428579,1777719600041
ZORA,1.25e-05,-0.0002452895,1777719600041
INIT,-7.8414e-06,-0.000562731,1777719600041
DOOD,1.25e-05,0.0,1777719600041
LAUNCHCOIN,0.0,0.0,1777719600041
NXPC,1.25e-05,1.7852e-06,1777719600041
SOPH,1.5926e-06,-0.0004872596,1777719600041
RESOLV,1.25e-05,-2.3134e-06,1777719600041
SYRUP,1.25e-05,3.1582e-06,1777719600041
PUMP,1.25e-05,4.20939e-05,1777719600041
PROVE,1.25e-05,-0.0002654499,1777719600041
YZY,0.0007533696,0.0065269569,1777719600041
XPL,1.25e-05,-5.44379e-05,1777719600041
WLFI,-2.21162e-05,-0.0006769297,1777719600041
LINEA,1.25e-05,3.0915e-06,1777719600041
SKY,1.25e-05,-9.00999e-05,1777719600041
ASTER,1.25e-05,1.06324e-05,1777719600041
AVNT,1.25e-05,-0.0001996721,1777719600041
STBL,2.21418e-05,0.0006771346,1777719600041
0G,-8.18333e-05,-0.001154666,1777719600041
HEMI,1.25e-05,0.0002912883,1777719600041
APEX,1.25e-05,-1.339e-07,1777719600041
2Z,-5.88996e-05,-0.0009711966,1777719600041
ZEC,1.25e-05,4.5095e-05,1777719600041
MON,1.25e-05,-0.0003871431,1777719600041
MET,1.25e-05,-0.0001040819,1777719600041
MEGA,1.25e-05,-1.89749e-05,1777719600041
CC,1.25e-05,1.2149e-06,1777719600041
ICP,-6.50809e-05,-0.0010206472,1777719600041
AERO,1.25e-05,0.0002473184,1777719600041
STABLE,-9.30521e-05,-0.0012444168,1777719600041
FOGO,1.25e-05,-4.65536e-05,1777719600041
LIT,1.25e-05,1.16443e-05,1777719600041
XMR,9.68872e-05,0.0012750974,1777719600041
AXS,1.25e-05,-0.0001105558,1777719600041
DASH,1.25e-05,-1.299e-07,1777719600041
SKR,1.25e-05,0.0,1777719600041
AZTEC,1.25e-05,-3.492e-05,1777719600041
CHIP,3.2831e-06,-0.0004737352,1777719600041
BTC,-1.5557e-06,-0.0005124455,1777723200048
ETH,6.3379e-06,-0.0004492968,1777723200048
ATOM,1.12379e-05,-0.0004100967,1777723200048
MATIC,0.0,0.0,1777723200048
DYDX,1.25e-05,-4.99737e-05,1777723200048
SOL,8e-08,-0.0004993603,1777723200048
AVAX,1.25e-05,7.68158e-05,1777723200048
BNB,1.3852e-06,-0.0004889187,1777723200048
APE,8.905e-06,-0.00042876,1777723200048
OP,1.25e-05,-0.0003350762,1777723200048
LTC,1.25e-05,-0.0002704513,1777723200048
ARB,4.461e-07,-0.000496431,1777723200048
DOGE,1.25e-05,-0.0002407671,1777723200048
INJ,1.25e-05,-0.000274309,1777723200048
SUI,-1.10175e-05,-0.00058814,1777723200048
kPEPE,1.25e-05,-0.0001595321,1777723200048
CRV,1.25e-05,-9.10792e-05,1777723200048
LDO,1.25e-05,2.6047e-06,1777723200048
LINK,9.2855e-06,-0.0004257158,1777723200048
STX,1.25e-05,-0.000347955,1777723200048
RNDR,0.0,0.0,1777723200048
CFX,1.25e-05,4.696e-07,1777723200048
FTM,0.0,0.0,1777723200048
GMX,1.25e-05,-3.78111e-05,1777723200048
SNX,1.25e-05,-0.0002946127,1777723200048
XRP,-3.3468e-06,-0.0005267745,1777723200048
BCH,2.6779e-06,-0.0004785768,1777723200048
APT,1.25e-05,-0.00037454,1777723200048
AAVE,1.25e-05,0.000468954,1777723200048
COMP,-6.53688e-05,-0.0010229507,1777723200048
MKR,0.0,0.0,1777723200048
WLD,-0.0001175072,-0.0014400574,1777723200048
FXS,0.0,0.0,1777723200048
HPOS,0.0,0.0,1777723200048
RLB,0.0,0.0,1777723200048
UNIBOT,0.0,0.0,1777723200048
YGG,1.25e-05,-0.0003511236,1777723200048
TRX,1.25e-05,-8.5582e-06,1777723200048
kSHIB,6.6654e-06,-0.0004466771,1777723200048
UNI,1.25e-05,-2.65352e-05,1777723200048
SEI,-2.06002e-05,-0.0006648013,1777723200048
RUNE,1.25e-05,-2.86018e-05,1777723200048
OX,0.0,0.0,1777723200048
FRIEND,0.0,0.0,1777723200048
SHIA,0.0,0.0,1777723200048
CYBER,0.0,0.0,1777723200048
ZRO,1.25e-05,9.93277e-05,1777723200048
BLZ,0.0,0.0,1777723200048
DOT,1.25e-05,-0.000325745,1777723200048
BANANA,1.25e-05,-0.0001043767,1777723200048
TRB,1.25e-05,-0.0002185952,1777723200048
FTT,1.25e-05,0.0,1777723200048
LOOM,0.0,0.0,1777723200048
OGN,0.0,0.0,1777723200048
RDNT,0.0,0.0,1777723200048
ARK,1.25e-05,-0.0002238794,1777723200048
BNT,0.0,0.0,1777723200048
CANTO,0.0,0.0,1777723200048
REQ,0.0,0.0,1777723200048
BIGTIME,-1.72216e-05,-0.0006377724,1777723200048
KAS,1.25e-05,-9.425e-07,1777723200048
ORBS,0.0,0.0,1777723200048
BLUR,1.25e-05,-6.20037e-05,1777723200048
TIA,-2.9958e-06,-0.0005239664,1777723200048
BSV,1.25e-05,0.0,1777723200048
ADA,-1.295e-07,-0.0005010359,1777723200048
TON,-4.43766e-05,-0.0008550127,1777723200048
MINA,1.25e-05,-0.0002508323,1777723200048
POLYX,-3.3168e-06,-0.0005265342,1777723200048
GAS,-4.59928e-05,-0.0008679421,1777723200048
PENDLE,1.25e-05,-3.82352e-05,1777723200048
STG,0.0,0.0,1777723200048
FET,1.25e-05,-0.0001348457,1777723200048
STRAX,0.0,0.0,1777723200048
NEAR,-7.0715e-06,-0.0005565717,1777723200048
MEME,1.25e-05,-5.18058e-05,1777723200048
ORDI,1.25e-05,-0.0001991036,1777723200048
BADGER,0.0,0.0,1777723200048
NEO,1.25e-05,-0.0002416073,1777723200048
ZEN,1.25e-05,-0.0002009523,1777723200048
FIL,1.25e-05,-0.0001606937,1777723200048
PYTH,-7.422e-07,-0.0005059374,1777723200048
SUSHI,-5.33062e-05,-0.0009264498,1777723200048
ILV,0.0,0.0,1777723200048
IMX,1.25e-05,-0.0002435264,1777723200048
kBONK,1.25e-05,-0.0001328981,1777723200048
GMT,1.25e-05,-3.89914e-05,1777723200048
SUPER,1.25e-05,3.87644e-05,1777723200048
USTC,1.25e-05,-1.44659e-05,1777723200048
NFTI,0.0,0.0,1777723200048
JUP,1.25e-05,-0.0003859509,1777723200048
kLUNC,1.25e-05,-0.0001923381,1777723200048
RSR,1.25e-05,-0.0002048772,1777723200048
GALA,1.25e-05,-0.0002164852,1777723200048
JTO,-1.38181e-05,-0.0006105447,1777723200048
NTRN,0.0,0.0,1777723200048
ACE,-3.82237e-05,-0.0008057892,1777723200048
MAV,7.5757e-06,-0.0004393948,1777723200048
WIF,1.25e-05,7.92858e-05,1777723200048
CAKE,-1.85414e-05,-0.0006483313,1777723200048
PEOPLE,1.25e-05,-9.1602e-06,1777723200048
ENS,1.25e-05,1.70035e-05,1777723200048
ETC,1.25e-05,-3.16003e-05,1777723200048
XAI,-4.17247e-05,-0.0008337979,1777723200048
MANTA,1.25e-05,-8.6746e-06,1777723200048
UMA,1.25e-05,-5.26901e-05,1777723200048
ONDO,1.25e-05,-6.1542e-06,1777723200048
ALT,-3.78551e-05,-0.0008028405,1777723200048
ZETA,1.25e-05,-0.0001669866,1777723200048
DYM,1.25e-05,-0.0002869747,1777723200048
MAVIA,0.0011431968,0.009645574,1777723200048
W,1.25e-05,-0.0003043445,1777723200048
PANDORA,0.0,0.0,1777723200048
STRK,1.25e-05,-0.0002580675,1777723200048
PIXEL,0.0,0.0,1777723200048
AI,0.0,0.0,1777723200048
TAO,1.25e-05,-2.65862e-05,1777723200048
AR,1.25e-05,-3.51839e-05,1777723200048
MYRO,0.0,0.0,1777723200048
kFLOKI,1.25e-05,-0.000256769,1777723200048
BOME,1.25e-05,-8.0489e-06,1777723200048
ETHFI,1.25e-05,1.18984e-05,1777723200048
ENA,1.25e-05,-0.000316764,1777723200048
MNT,3.36359e-05,0.000769087,1777723200048
TNSR,1.25e-05,-8.95338e-05,1777723200048
SAGA,2.93412e-05,0.0007347296,1777723200048
MERL,-4.14739e-05,-0.0008317915,1777723200048
HBAR,5.5784e-06,-0.0004553725,1777723200048
POPCAT,1.25e-05,-1.689e-07,1777723200048
OMNI,0.0,0.0,1777723200048
EIGEN,1.25e-05,-0.0003078054,1777723200048
REZ,1.25e-05,-1.08582e-05,1777723200048
NOT,1.25e-05,0.0,1777723200048
TURBO,1.25e-05,-0.0002759416,1777723200048
BRETT,1.25e-05,-0.0001323116,1777723200048
IO,1.25e-05,-9.437e-06,1777723200048
ZK,1.25e-05,-5.2269e-06,1777723200048
BLAST,1.25e-05,-8.45166e-05,1777723200048
LISTA,0.0,0.0,1777723200048
MEW,1.25e-05,0.0,1777723200048
RENDER,5.6679e-06,-0.0004546567,1777723200048
kDOGS,0.0,0.0,1777723200048
POL,1.25e-05,-7.03631e-05,1777723200048
CATI,0.0,0.0,1777723200048
CELO,7.9131e-06,-0.0004366949,1777723200048
HMSTR,1.25e-05,0.0,1777723200048
SCR,1.25e-05,-0.0003723345,1777723200048
NEIROETH,0.0,0.0,1777723200048
kNEIRO,8.4499e-06,-0.0004324006,1777723200048
GOAT,1.25e-05,0.0003152245,1777723200048
MOODENG,1.25e-05,9.2657e-06,1777723200048
GRASS,1.25e-05,-4.0529e-06,1777723200048
PURR,1.25e-05,0.0,1777723200048
PNUT,1.25e-05,-0.000224262,1777723200048
XLM,1.25e-05,-0.0003262173,1777723200048
CHILLGUY,1.25e-05,8.188e-07,1777723200048
SAND,-1.04234e-05,-0.0005833876,1777723200048
IOTA,1.25e-05,-5.64632e-05,1777723200048
ALGO,1.25e-05,-1.93446e-05,1777723200048
HYPE,1.25e-05,-1.50122e-05,1777723200048
ME,1.25e-05,-0.0002190899,1777723200048
MOVE,1.25e-05,-0.000168801,1777723200048
VIRTUAL,1.25e-05,-2.64471e-05,1777723200048
PENGU,1.25e-05,-0.0001977734,1777723200048
USUAL,1.25e-05,-9.06851e-05,1777723200048
FARTCOIN,1.25e-05,0.000212562,1777723200048
AI16Z,0.0,0.0,1777723200048
AIXBT,1.25e-05,-6.62829e-05,1777723200048
ZEREBRO,0.0004889045,0.0044112363,1777723200048
BIO,2.845e-07,-0.0004977237,1777723200048
GRIFFAIN,1.25e-05,-0.0002021706,1777723200048
SPX,1.25e-05,-0.0002582799,1777723200048
S,-7.909e-07,-0.0005063273,1777723200048
MORPHO,1.25e-05,-0.0003320757,1777723200048
TRUMP,-2.93096e-05,-0.0007344767,1777723200048
MELANIA,1.25e-05,-0.0001922071,1777723200048
ANIME,1.25e-05,-0.000243574,1777723200048
VINE,1.25e-05,0.0004203213,1777723200048
VVV,1.25e-05,-5.66823e-05,1777723200048
JELLY,0.0,0.0,1777723200048
BERA,-3.70641e-05,-0.0007965127,1777723200048
TST,-2.17112e-05,-0.0006736893,1777723200048
LAYER,1.25e-05,-0.0001734705,1777723200048
IP,1.25e-05,-2.92541e-05,1777723200048
OM,0.0,0.0,1777723200048
KAITO,-6.18468e-05,-0.0009947747,1777723200048
NIL,1.25e-05,-0.0001842393,1777723200048
PAXG,1.25e-05,-0.0002508459,1777723200048
PROMPT,0.0001507477,0.0017059818,1777723200048
BABY,1.25e-05,-0.0003668586,1777723200048
WCT,1.25e-05,-0.0002707409,1777723200048
HYPER,1.25e-05,-0.0001880228,1777723200048
ZORA,1.25e-05,-0.0001060179,1777723200048
INIT,4.7423e-06,-0.0004620619,1777723200048
DOOD,1.25e-05,0.0,1777723200048
LAUNCHCOIN,0.0,0.0,1777723200048
NXPC,1.25e-05,1.29469e-05,1777723200048
SOPH,-3.57178e-05,-0.0007857424,1777723200048
RESOLV,1.25e-05,-1.6887e-06,1777723200048
SYRUP,1.25e-05,2.09379e-05,1777723200048
PUMP,1.25e-05,-1.45677e-05,1777723200048
PROVE,1.25e-05,-0.0003310041,1777723200048
YZY,0.0005843921,0.005175137,1777723200048
XPL,1.25e-05,-7.03865e-05,1777723200048
WLFI,-3.58048e-05,-0.0007864387,1777723200048
LINEA,1.25e-05,4.08594e-05,1777723200048
SKY,1.25e-05,-0.0001714968,1777723200048
ASTER,1.25e-05,2.56461e-05,1777723200048
AVNT,1.25e-05,-0.0002893116,1777723200048
STBL,1.38451e-05,0.0006107608,1777723200048
0G,-7.22598e-05,-0.0010780785,1777723200048
HEMI,1.25e-05,9.34931e-05,1777723200048
APEX,1.25e-05,-3.207e-07,1777723200048
2Z,-6.34463e-05,-0.00100757,1777723200048
ZEC,1.25e-05,5.35895e-05,1777723200048
MON,1.25e-05,-0.0003859001,1777723200048
MET,1.25e-05,-2.97574e-05,1777723200048
MEGA,1.25e-05,2.88139e-05,1777723200048
CC,1.25e-05,4.358e-07,1777723200048
ICP,-8.51098e-05,-0.0011808783,1777723200048
AERO,1.25e-05,6.19203e-05,1777723200048
STABLE,-0.0001033046,-0.0013264365,1777723200048
FOGO,1.25e-05,-7.97132e-05,1777723200048
LIT,1.25e-05,-3.59173e-05,1777723200048
XMR,0.0001213031,0.0014704248,1777723200048
AXS,1.25e-05,-0.0002363335,1777723200048
DASH,1.25e-05,-2.796e-07,1777723200048
SKR,1.25e-05,-2.527e-07,1777723200048
AZTEC,1.25e-05,-0.0001058956,1777723200048
CHIP,-2.67735e-05,-0.0007141881,1777723200048
BTC,2.4668e-06,-0.000480266,1777726800017
ETH,6.4375e-06,-0.0004484998,1777726800017
ATOM,-5.6875e-06,-0.0005454996,1777726800017
MATIC,0.0,0.0,1777726800017
DYDX,1.25e-05,-9.2255e-06,1777726800017
SOL,8.7636e-06,-0.0004298912,1777726800017
AVAX,1.25e-05,4.04193e-05,1777726800017
BNB,-4.7514e-06,-0.0005380114,1777726800017
APE,-7.06328e-05,-0.0010650622,1777726800017
OP,-6.374e-06,-0.000550992,1777726800017
LTC,-5.0337e-06,-0.0005402693,1777726800017
ARB,-5.5315e-06,-0.0005442523,1777726800017
DOGE,1.25e-05,-0.0001739114,1777726800017
INJ,1.25e-05,-0.0003947902,1777726800017
SUI,-3.8085e-06,-0.0005304681,1777726800017
kPEPE,1.25e-05,-8.50432e-05,1777726800017
CRV,1.25e-05,-0.0002202484,1777726800017
LDO,1.25e-05,-3.4322e-06,1777726800017
LINK,3.9064e-06,-0.0004687488,1777726800017
STX,-1.22629e-05,-0.0005981029,1777726800017
RNDR,0.0,0.0,1777726800017
CFX,1.25e-05,-3.767e-07,1777726800017
FTM,0.0,0.0,1777726800017
GMX,1.25e-05,-1.4275e-06,1777726800017
SNX,1.25e-05,-0.0003727749,1777726800017
XRP,-1.8186e-06,-0.0005145485,1777726800017
BCH,2.8562e-06,-0.0004771501,1777726800017
APT,1.6336e-06,-0.0004869316,1777726800017
AAVE,1.25e-05,0.0002649691,1777726800017
COMP,-7.82291e-05,-0.0011258329,1777726800017
MKR,0.0,0.0,1777726800017
WLD,-0.0001245263,-0.0014962105,1777726800017
FXS,0.0,0.0,1777726800017
HPOS,0.0,0.0,1777726800017
RLB,0.0,0.0,1777726800017
UNIBOT,0.0,0.0,1777726800017
YGG,-1.361e-06,-0.0005108881,1777726800017
TRX,1.25e-05,-2.15466e-05,1777726800017
kSHIB,1.00646e-05,-0.0004194831,1777726800017
UNI,1.25e-05,-1.85367e-05,1777726800017
SEI,-3.43587e-05,-0.0007748698,1777726800017
RUNE,1.25e-05,-0.0001042911,1777726800017
OX,0.0,0.0,1777726800017
FRIEND,0.0,0.0,1777726800017
SHIA,0.0,0.0,1777726800017
CYBER,0.0,0.0,1777726800017
ZRO,1.25e-05,-6.89867e-05,1777726800017
BLZ,0.0,0.0,1777726800017
DOT,1.25e-05,-0.0003380425,1777726800017
BANANA,1.25e-05,-9.40766e-05,1777726800017
TRB,1.25e-05,-0.0001995408,1777726800017
FTT,1.25e-05,0.0,1777726800017
LOOM,0.0,0.0,1777726800017
OGN,0.0,0.0,1777726800017
RDNT,0.0,0.0,1777726800017
ARK,1.25e-05,0.0004158684,1777726800017
BNT,0.0,0.0,1777726800017
CANTO,0.0,0.0,1777726800017
REQ,0.0,0.0,1777726800017
BIGTIME,1.25e-05,-0.0002920477,1777726800017
KAS,1.25e-05,0.0,1777726800017
ORBS,0.0,0.0,1777726800017
BLUR,1.25e-05,-8.36993e-05,1777726800017
TIA,5.5007e-06,-0.0004559943,1777726800017
BSV,1.25e-05,2.641e-07,1777726800017
ADA,-2.68e-07,-0.0005021443,1777726800017
TON,-1.25933e-05,-0.0006007464,1777726800017
MINA,7.7759e-06,-0.0004377926,1777726800017
POLYX,1.25e-05,-0.0002424563,1777726800017
GAS,5.5428e-06,-0.0004556579,1777726800017
PENDLE,1.25e-05,-9.64794e-05,1777726800017
STG,0.0,0.0,1777726800017
FET,1.25e-05,-0.0002187622,1777726800017
STRAX,0.0,0.0,1777726800017
NEAR,-6.3302e-06,-0.0005506414,1777726800017
MEME,1.25e-05,-7.366e-06,1777726800017
ORDI,1.25e-05,-0.0001338563,1777726800017
BADGER,0.0,0.0,1777726800017
NEO,1.0039e-06,-0.0004919689,1777726800017
ZEN,1.25e-05,-0.0002661965,1777726800017
FIL,1.25e-05,-0.0001916044,1777726800017
PYTH,1.06516e-05,-0.0004147876,1777726800017
SUSHI,-3.1965e-06,-0.000525572,1777726800017
ILV,0.0,0.0,1777726800017
IMX,2.7091e-06,-0.0004783271,1777726800017
kBONK,1.25e-05,-7.95858e-05,1777726800017
GMT,1.25e-05,-9.5014e-05,1777726800017
SUPER,1.25e-05,-7.48052e-05,1777726800017
USTC,-9.53368e-05,-0.0012626941,1777726800017
NFTI,0.0,0.0,1777726800017
JUP,1.25e-05,-0.0002522908,1777726800017
kLUNC,-2.6442e-06,-0.0005211537,1777726800017
RSR,1.25e-05,-8.36613e-05,1777726800017
GALA,1.08597e-05,-0.0004131227,1777726800017
JTO,-4.8469e-06,-0.0005387755,1777726800017
NTRN,0.0,0.0,1777726800017
ACE,1.25e-05,-0.0002942672,1777726800017
MAV,1.25e-05,-0.0001458959,1777726800017
WIF,1.25e-05,0.0001696352,1777726800017
CAKE,2.56e-07,-0.0004979519,1777726800017
PEOPLE,1.25e-05,-0.0002459677,1777726800017
ENS,1.25e-05,1.87607e-05,1777726800017
ETC,1.25e-05,-1.58692e-05,1777726800017
XAI,-2.44469e-05,-0.000695575,1777726800017
MANTA,1.25e-05,-0.000191184,1777726800017
UMA,1.25e-05,-7.25875e-05,1777726800017
ONDO,1.25e-05,-2.7917e-06,1777726800017
